,post_url,media_url,author,media_type,inferenceTime,object1,object2,object3,object4,object5
0,https://www.linkedin.com/feed/update/urn:li:activity:6704912116878503936/,https://media-exp3.licdn.com/dms/image/C4E22AQFxYAF2_s_8ow/feedshare-shrink_800/0/1598575618690?e=1629331200&v=beta&t=kSXNIqmC-fQgq4ACz3d0Zb-kWN-Azl70ra9ZL4pFdhE,Applaudo Studios,Single image,1.3838615417480469,Man,Human face,Clothing,Person,Suit
0,https://www.linkedin.com/feed/update/urn:li:activity:6706726512785190912/,https://media-exp3.licdn.com/dms/image/C4E22AQFYlkAHp5rQlQ/feedshare-shrink_800/0/1599008204781?e=1629331200&v=beta&t=TcgxsOnZyJzNvsGgtHJpjWVyXSBFXtG86yeMIk0rAUM,Applaudo Studios,Single image,1.3062925338745117,Poster,Clothing,Street light,Book,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6705194383211413504/,https://media-exp3.licdn.com/dms/image/C5622AQHv4B08I1xjZQ/feedshare-shrink_800/0/1598642916698?e=1629331200&v=beta&t=SDiJpHIhv2xp36_jlMd0j-dF_oBVmDgNy1pHKB9XrbI,Susana Espinoza,Single image,0.7335565090179443,Poster,Box,Human hand,Human face,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6704519612991619073/,https://media-exp3.licdn.com/dms/image/C4E22AQGM-oaazhtvdQ/feedshare-shrink_800/0/1598482038188?e=1629331200&v=beta&t=xGveW0Gt1ze1WoSRSIu64gftjRcTFYRGNVmgut_mGkg,Applaudo Studios,Single image,0.7525482177734375,Man,Human face,Clothing,Chair,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6703107618640138240/,https://media-exp3.licdn.com/dms/image/C5622AQG1fa8XprmMdQ/feedshare-shrink_800/0/1598145392469?e=1629331200&v=beta&t=PnIsLhi_jHjP5MT24JflCOUPFZhuBSeVuz4lifbHqN0,Sebastian Blumenberg,Single image,1.14302659034729,Poster,Flag,Tree,Book,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6704193720402673664/,https://media-exp3.licdn.com/dms/image/C4E22AQFpcQ3dc-LVQg/feedshare-shrink_800/0/1598404339857?e=1629331200&v=beta&t=4QSPvMJ3UehrfU2dhnRmceUxcnZeBZ4Prd7zK-F2Yjs,Applaudo Studios,Single image,1.3716323375701904,Poster,Vehicle,Airplane,Person,Land vehicle
0,https://www.linkedin.com/feed/update/urn:li:activity:6702320768593743872/,https://media-exp3.licdn.com/dms/image/C4D22AQFYuAuQ6qfJSQ/feedshare-shrink_800/0/1597957792956?e=1629331200&v=beta&t=Xd2EQjPELPfbiyko0u4A3BzuCTDwE3PYniTc7jjRFjc,Applaudo Studios,Single image,0.6962387561798096,Human face,Man,Clothing,Human hair,Human head
0,https://www.linkedin.com/feed/update/urn:li:activity:6701960080411152385/,https://media-exp3.licdn.com/dms/image/C4E22AQHSqfr-51pZdA/feedshare-shrink_800/0/1597871798164?e=1629331200&v=beta&t=KAqT87aMxjUrMOttk2VYO5S4UMcJoIRLSzMkGR2vvx4,Applaudo Studios,Single image,1.4057021141052246,Laptop,Desk,Person,Computer monitor,Shelf
0,https://www.linkedin.com/feed/update/urn:li:activity:6702014316448665600/,https://media-exp3.licdn.com/dms/image/C4E22AQHSAwD1c8HMwA/feedshare-shrink_800/0/1597884729783?e=1629331200&v=beta&t=OqBywfaGRjzkWnbRp_vgAvpyWD_0PG19CCL1IpQsB90,Applaudo Studios,Single image,1.3612353801727295,Poster,Clothing,Table,Wheel,Window
0,https://www.linkedin.com/feed/update/urn:li:activity:6701640670664290304/,https://media-exp3.licdn.com/dms/image/C4E22AQGnqM9DjjGy8A/feedshare-shrink_800/0/1597795644816?e=1629331200&v=beta&t=GN1wQPZJOOjVBc7huTpoBcnmXZmhbjaQWAGr3HTAMxo,Applaudo Studios,Single image,1.2828543186187744,Human face,Man,Woman,Clothing,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6701551360283873280/,https://media-exp3.licdn.com/dms/image/C4E22AQGl4Hyamtw8rA/feedshare-shrink_800/0/1597774351939?e=1629331200&v=beta&t=xTbydTmrHljaf39FT4GCqB0Yps4R8iE34hNH5Um4GS4,Applaudo Studios,Single image,1.0077941417694092,Person,Footwear,Man,Poster,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6699127140656410624/,https://media-exp3.licdn.com/dms/image/C4D22AQElEcWnD_xjvg/feedshare-shrink_800/0/1597196373439?e=1629331200&v=beta&t=x2zZsti1sDhEsmiZaIQ46-MeZP9xbcrZqe94xj_Eoaw,Applaudo Studios,Single image,1.2659831047058105,Poster,Person,Clothing,Footwear,Window
0,https://www.linkedin.com/feed/update/urn:li:activity:6700148496026144768/,https://media-exp3.licdn.com/dms/image/C4E22AQEfJHnG_221Mg/feedshare-shrink_800/0/1597439883679?e=1629331200&v=beta&t=GKC9TxWMRFTGHF06cDVpNmC6YHxVR2YHxoaA2cHcRYM,Applaudo Studios,Single image,0.7110161781311035,Poster,Mobile phone,Television,Clothing,Computer monitor
0,https://www.linkedin.com/feed/update/urn:li:activity:6701179250424246272/,https://media-exp3.licdn.com/dms/image/C4E22AQE93qoe31S4KA/feedshare-shrink_800/0/1597685634209?e=1629331200&v=beta&t=_K-oTSIMN9i0itYhbwWG2zMZUKXFT7kSCSfHhWWU_4I,HorchataJS,Single image,1.414123296737671,Man,Human face,Clothing,Poster,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6699817722777284608/,https://media-exp3.licdn.com/dms/image/C4E22AQGtLsaJPU_GiQ/feedshare-shrink_800/0/1597361021206?e=1629331200&v=beta&t=eH6_vzWmuTvwGUaavFcy9-BphVJEywKi-TNZl1uY7Gs,Applaudo Studios,Single image,0.7627625465393066,Human face,Man,Clothing,Person,Human head
0,https://www.linkedin.com/feed/update/urn:li:activity:6699716308491145216/,https://media-exp3.licdn.com/dms/image/C4E22AQE5m3Qb0btNsA/feedshare-shrink_800/0/1597336841299?e=1629331200&v=beta&t=_21hgZubiXLUipcXjt8IGWAGMSYG4rtO2PLqZNroGVI,César E. Amaya,Single image,0.7252821922302246,Scoreboard,Computer monitor,Person,Window,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6699073109670027264/,https://media-exp3.licdn.com/dms/image/C4D22AQGt5VPiO1fjBw/feedshare-shrink_800/0/1597183490990?e=1629331200&v=beta&t=Uyo4FplsZE4WkKTj1XrNYu3virabWsW_n8LYEOUUoMk,Applaudo Studios,Single image,1.3156697750091553,Poster,Clothing,Street light,Window,Book
0,https://www.linkedin.com/feed/update/urn:li:activity:6696583659715145728/,https://media-exp3.licdn.com/dms/image/C4E22AQFxtmXgZwt4rQ/feedshare-shrink_800/0/1596589959536?e=1629331200&v=beta&t=zqwTrP6sW74QL-ZJvkpSE31gtDh4X8vMRm_5Tpu-No4,Applaudo Studios,Single image,1.2732045650482178,Laptop,Clothing,Poster,Computer keyboard,Mobile phone
0,https://www.linkedin.com/feed/update/urn:li:activity:6694717915985526784/,https://media-exp3.licdn.com/dms/image/C5622AQF4-AKrLYKCew/feedshare-shrink_2048_1536/0/1596145131571?e=1629331200&v=beta&t=Eh1e_pXVtWQpOoLCxHsdst7JloNYNqvVtd9T215ePe8,Ricky Bonilla,Single image,0.9207255840301514,Poster,Computer monitor,Book,Mobile phone,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6696225092633976832/,https://media-exp3.licdn.com/dms/image/C4E22AQHCtiR61gHxLg/feedshare-shrink_800/0/1596504470546?e=1629331200&v=beta&t=6HwUkvO91A6EIv3NYN1Y9KB_hlHP_7ZfKx3llPJWIl0,Applaudo Studios,Single image,1.3577439785003662,Mobile phone,Footwear,Human face,Clothing,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6695007575555014656/,https://media-exp3.licdn.com/dms/image/C4E22AQEP078Jji5IxQ/feedshare-shrink_800/0/1596214191793?e=1629331200&v=beta&t=eZzAEfjH9YsUm68QMixe3xY8DUnn-cS7L4Z5MMz_CYo,Applaudo Studios,Single image,0.9486033916473389,Mobile phone,Window,Camera,Poster,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6695138419410001920/,https://media-exp3.licdn.com/dms/image/C4D22AQHQgnqAOcFoyA/feedshare-shrink_800/0/1596245388301?e=1629331200&v=beta&t=ufOaZi8TitpV4bW46VhFiCFbY5HVHftjL-utI6ZkYZo,Applaudo Studios,Single image,1.2963242530822754,Human face,Man,Person,Clothing,Human nose
0,https://www.linkedin.com/feed/update/urn:li:activity:6694787794348376065/,https://media-exp3.licdn.com/dms/image/C4E22AQH_blDSI0C1EQ/feedshare-shrink_800/0/1596161792665?e=1629331200&v=beta&t=-zhJ2Ed1q7UoNVUPoAkLM_ZFAhQYGfecO0LlSGlSMVE,Applaudo Studios,Single image,0.5512022972106934,Mobile phone,Person,Clothing,Camera,Car
0,https://www.linkedin.com/feed/update/urn:li:activity:6694633038225178625/,https://media-exp3.licdn.com/dms/image/C4E22AQHKfbRT9sZSlQ/feedshare-shrink_800/0/1596124895471?e=1629331200&v=beta&t=7t-vL5pz_6yufbbIMbTfb-UUWvZh_2BH-YbzWslMD68,Applaudo Studios,Single image,0.8477444648742676,Poster,Clothing,Person,Billboard,Table
0,https://www.linkedin.com/feed/update/urn:li:activity:6694040631385309184/,https://media-exp3.licdn.com/dms/image/C4D22AQENoEbrP0Bmmg/feedshare-shrink_800/0/1595983654925?e=1629331200&v=beta&t=YSkh9GakSO3S4gWO1eSIcX8AFCCQZPe3HVl_WdODOuA,Javier Peña Capobianco,Single image,1.4501924514770508,Human face,Poster,Person,Clothing,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6693651198626545664/,https://media-exp3.licdn.com/dms/image/C4D22AQGveL6zVUK3YA/feedshare-shrink_800/0/1595890806493?e=1629331200&v=beta&t=D1lvM1o6QTwbLiYK1hRnpq3U1Z8N5NZCHBAIB-mn7Qw,Applaudo Studios,Single image,0.8476698398590088,Human face,Man,Clothing,Human hair,Human eye
0,https://www.linkedin.com/feed/update/urn:li:activity:6691763638996488192/,https://media-exp3.licdn.com/dms/image/C5622AQG-4swBM4eamw/feedshare-shrink_800/0/1595440777155?e=1629331200&v=beta&t=lKoh22UfCPGi2GJIsHh1qUlRPinSDayqialyJZOyRGY,Josue Vigil,Single image,0.6862690448760986,Traffic sign,Poster,Flag,Clothing,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6694257887449100288/,https://media-exp3.licdn.com/dms/image/C5622AQFVWiD9G_X6bw/feedshare-shrink_800/0/1596035452741?e=1629331200&v=beta&t=3_9AxA3BzTS9Ia0tgT80doOkuETcO-e8soE34tpJBtM,Ana Amaya,Single image,1.0963256359100342,Human face,Poster,Person,Clothing,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6692164976951525376/,https://media-exp3.licdn.com/dms/image/C4E22AQGkmkTI3UVBZQ/feedshare-shrink_800/0/1595536463533?e=1629331200&v=beta&t=XY4MYQ_SY1BVvbhBejaxD9IbrnmxDE2KPe2gTHaL-F4,Applaudo Studios,Single image,0.6761326789855957,Laptop,Computer keyboard,Window,Poster,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6692574214177796096/,https://media-exp3.licdn.com/dms/image/C4E22AQESe3Sv9ZkxbQ/feedshare-shrink_800/0/1595634033336?e=1629331200&v=beta&t=dqLuACiAkSvOhkf_RfyXfKmi2wYcXsHT2x71jtFUB5U,Applaudo Studios,Single image,0.7397873401641846,Poster,Book,Human face,Footwear,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6691833203415638016/,https://media-exp3.licdn.com/dms/image/C4D22AQFu6HdkQQKGUw/feedshare-shrink_800/0/1595457362885?e=1629331200&v=beta&t=BKqavikdRxNLLxycSjtHa9LKTDePagf8kyEw1k8Hu-c,Applaudo Studios,Single image,0.901740312576294,Human face,Man,Clothing,Person,Glasses
0,https://www.linkedin.com/feed/update/urn:li:activity:6691498777779474432/,https://media-exp3.licdn.com/dms/image/C4E22AQE1XWugJlImlA/feedshare-shrink_800/0/1595377629085?e=1629331200&v=beta&t=_I-eFuLwjmJiDP7ZMI07DLNYFVPnWtRJlVPs7k0P-LI,Applaudo Studios,Single image,1.3713207244873047,Mobile phone,Camera,Clothing,Table,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6690988728766238720/,https://media-exp3.licdn.com/dms/image/C4D22AQGec0h4RMxutg/feedshare-shrink_800/0/1595256023585?e=1629331200&v=beta&t=O8pXzDKidhUKkNC1ijgi6s32vX4Udprl3CAdK5ne4KA,Katina Kenyon,Single image,0.9367282390594482,Human face,Clothing,Poster,Woman,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6691088009955172352/,https://media-exp3.licdn.com/dms/image/C4D22AQHsxpFCaEpQHg/feedshare-shrink_800/0/1595279695481?e=1629331200&v=beta&t=pk0xN3R3evvRHtWXojGApnQr-TrHqhLBCth97oHP1WY,Applaudo Studios,Single image,0.9077186584472656,Human face,Clothing,Man,Woman,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6688940136018825216/,https://media-exp3.licdn.com/dms/image/C4E22AQEm8gqGprwqcA/feedshare-shrink_800/0/1594767602275?e=1629331200&v=beta&t=F_6wxRivkrPArHt8MZzQ_N5rcCS0ie_9KKX-ycUUsrM,Applaudo Studios,Single image,1.3056602478027344,Human face,Woman,Clothing,Girl,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6689959211700432896/,https://media-exp3.licdn.com/dms/image/C4E22AQG11J4QTFTwaA/feedshare-shrink_800/0/1595010568126?e=1629331200&v=beta&t=7rSqwYl1bV6n8rqJ_KHCjiwooNX8pJkvE48GfXvWfxw,Applaudo Studios,Single image,1.358832836151123,Laptop,Window,Clothing,Desk,Computer keyboard
0,https://www.linkedin.com/feed/update/urn:li:activity:6689679069400887296/,https://media-exp3.licdn.com/dms/image/C4E22AQEGKyQskTm3uQ/feedshare-shrink_800/0/1594943777137?e=1629331200&v=beta&t=lcQXhq_ly15cLLLsnwVOM6n6xAtiiXbn36HBbtfaWtI,Applaudo Studios,Single image,0.9479148387908936,Clothing,Man,Person,Human face,Footwear
0,https://www.linkedin.com/feed/update/urn:li:activity:6689270734654648320/,https://media-exp3.licdn.com/dms/image/C4E22AQEhUcMdVOm_Lg/feedshare-shrink_800/0/1594846422503?e=1629331200&v=beta&t=XXJBJ2yM9FayJqixPhuQisDU5G4jBv2trf00TLU4o-I,Andrés Alvarado,Single image,0.7475912570953369,Poster,Clothing,Person,Human face,Woman
0,https://www.linkedin.com/feed/update/urn:li:activity:6689559132283957249/,https://media-exp3.licdn.com/dms/image/C4E22AQF4o8xV1JQGZA/feedshare-shrink_800/0/1594915181862?e=1629331200&v=beta&t=T4_kNMVDfBlws0BZwD7dcaLit0XQzqIzn7_s3F2QcSk,El Salvador Investment Promotion Network,Single image,1.1672394275665283,Clothing,Person,Man,Tree,Chair
0,https://www.linkedin.com/feed/update/urn:li:activity:6688877937665609728/,https://media-exp3.licdn.com/dms/image/C4E22AQFOCdRIqLkciA/feedshare-shrink_800/0/1594752772478?e=1629331200&v=beta&t=67Uv4qXoQx5LmojSH_KIk3IMLwsIMdpBaOhHD-i-KJQ,Applaudo Studios,Single image,1.3580820560455322,Scissors,Glasses,Poster,Clothing,Headphones
0,https://www.linkedin.com/feed/update/urn:li:activity:6689560236786794496/,https://media-exp3.licdn.com/dms/image/C4E22AQFW57RzqUkdhg/feedshare-shrink_800/0/1594915445373?e=1629331200&v=beta&t=7g2wZh0HFG4IzJkxL22R8uJNSVgbwCLbSZIMYkq74z4,El Salvador Investment Promotion Network,Single image,0.9336996078491211,Man,Clothing,Human face,Woman,Table
0,https://www.linkedin.com/feed/update/urn:li:activity:6688604869097512960/,https://media-exp3.licdn.com/dms/image/C4E22AQE2TJ-AIOAMNQ/feedshare-shrink_2048_1536/0/1594687668058?e=1629331200&v=beta&t=ftLcCn8pdpHcd00OSrjbdj1pyOGwXOxIFXtxNzT1k-0,Carmen Escobar,Single image,0.7479400634765625,Television,Clothing,Person,Office building,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6689530328580784128/,https://media-exp3.licdn.com/dms/image/C5622AQF69BU6AbisjA/feedshare-shrink_800/0/1594908314716?e=1629331200&v=beta&t=HsWO1HebznclHpyhb4ax99fkeL03qRGX0OH1qKvIKvQ,Escuela de Comunicación Mónica Herrera,Single image,0.6051497459411621,Poster,Human face,Person,Clothing,Billboard
0,https://www.linkedin.com/feed/update/urn:li:activity:6688472594074738688/,https://media-exp3.licdn.com/dms/image/C5622AQFS7MLpGYT-HQ/feedshare-shrink_2048_1536/0/1594656130535?e=1629331200&v=beta&t=1MDm_uZUwet9zgn11G6cy5t5nfzjm5rgKyrGE0E2NWU,Escuela de Comunicación Mónica Herrera,Single image,1.1508967876434326,Poster,Person,Clothing,Wheel,Land vehicle
0,https://www.linkedin.com/feed/update/urn:li:activity:6687464729964810240/,https://media-exp3.licdn.com/dms/image/C4E22AQH5ORVY07hKQw/feedshare-shrink_800/0/1594415837289?e=1629331200&v=beta&t=oJ3doosxqDkFzePxXQXx07yK_xgI8UwZM-7tRtoFNnI,Applaudo Studios,Single image,0.9029171466827393,Laptop,Computer keyboard,Clothing,Window,Office supplies
