,post_url,media_url,author,media_type,inferenceTime,object1,object2,object3,object4,object5
0,https://www.linkedin.com/feed/update/urn:li:activity:6814280258670395392/,https://media-exp3.licdn.com/dms/image/C4E22AQFeK_plRvnmsg/feedshare-shrink_800/0/1624651016442?e=1629331200&v=beta&t=693e-irtg7GH7n9tPyO2aeE6lIPLtE3nqt7ClHCnmp4,Darwin Romero,Single image,0.5303130149841309,Mobile phone,Computer keyboard,Drawer,Laptop,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6818297602006622208/,https://media-exp3.licdn.com/dms/image/C4D22AQHixHhZrBrR4A/feedshare-shrink_800/0/1625608825678?e=1629331200&v=beta&t=PoCHnRaY6KuIRyxjXbZjbGWaamGePxH10k3fqKU9R90,Carmen A.,Single image,0.3835010528564453,Poster,Human face,Picture frame,Mobile phone,Computer monitor
0,https://www.linkedin.com/feed/update/urn:li:activity:6819065721989971968/,https://media-exp3.licdn.com/dms/image/C4E22AQFSEuWPfWzkaw/feedshare-shrink_800/0/1625791959852?e=1629331200&v=beta&t=bZzNyHw8Wya3H_Uor-iQGoyv74dSQKVXkPTP6SXHUjY,Applaudo Studios,Single image,0.42569637298583984,Mobile phone,Poster,Window,Book,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6817981511946551296/,https://media-exp3.licdn.com/dms/image/C4E22AQEe-rFI5jSMrQ/feedshare-shrink_800/0/1625533463829?e=1629331200&v=beta&t=9DQn9vFJcG6y_aCbvCeedrK9KmlJFktt2TH4QXdwW58,Applaudo Studios,Single image,0.3944675922393799,Human face,Clothing,Woman,Person,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6818699375741607936/,https://media-exp3.licdn.com/dms/image/C4E22AQFlv1GTS49TLQ/feedshare-shrink_800/0/1625704615751?e=1629331200&v=beta&t=AR45vpbcSrGr_g2hUlo23O8M-f3z4t3-BvEFBFMV2hU,Applaudo Studios,Single image,0.4356222152709961,Man,Human face,Clothing,Plant,Human head
0,https://www.linkedin.com/feed/update/urn:li:activity:6816518557036281856/,https://media-exp3.licdn.com/dms/image/C4E22AQF966xwVXOh1g/feedshare-shrink_800/0/1625184667430?e=1629331200&v=beta&t=ioXv_mjpPcSLO58u_CA9HlrShS7ZIb8zBRRUKcTqhww,Ternova,Single image,0.4341597557067871,Table,Man,Clothing,Person,Chair
0,https://www.linkedin.com/feed/update/urn:li:activity:6818343933689573376/,https://media-exp3.licdn.com/dms/image/C4E22AQHR0IKxeewLBg/feedshare-shrink_800/0/1625619871910?e=1629331200&v=beta&t=Ah_JQ6wVP52Fd3MS0BxvuBfd04KG7lykLWe5vAZu0ys,Applaudo Studios,Single image,0.4657609462738037,Mobile phone,Poster,Footwear,Clothing,Fashion accessory
0,https://www.linkedin.com/feed/update/urn:li:activity:6817149955245973504/,https://media-exp3.licdn.com/dms/image/C4E22AQG24g8bwbsEJw/feedshare-shrink_800/0/1625335200594?e=1629331200&v=beta&t=VJdnKUpWIMsrCLP-ElNX7nGmAbbBNtn2qu_kvPr6Vks,Applaudo Studios,Single image,0.5039796829223633,Picture frame,Poster,Power plugs and sockets,Mobile phone,Ipod
0,https://www.linkedin.com/feed/update/urn:li:activity:6816881830885683200/,https://media-exp3.licdn.com/dms/image/C4E22AQFyPqq2Jpdcyg/feedshare-shrink_800/0/1625271279375?e=1629331200&v=beta&t=hnPL54RWn-SNbhY1BnuVHXM6MDjU9MDer7gw2mAPB8g,Applaudo Studios,Single image,0.4560706615447998,Laptop,Mobile phone,Poster,Computer keyboard,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6815806398857842688/,https://media-exp3.licdn.com/dms/image/C4E22AQHyzxodV9ZtmA/feedshare-shrink_800/0/1625014876439?e=1629331200&v=beta&t=YCE0TofmmDsVuZP4UzhMPeNVIBSaBppn6UxRC_QmWs0,Applaudo Studios,Single image,0.5006470680236816,Laptop,Computer keyboard,Poster,Clothing,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6809902200194695168/,https://media-exp3.licdn.com/dms/image/C4E22AQHpm1muMiUeIg/feedshare-shrink_800/0/1623607201608?e=1629331200&v=beta&t=95nZiGODHVtkCmtTl7aaoYldfGEl7_xa6SGF5Nhdx1M,Applaudo Studios,Single image,0.49611639976501465,Laptop,Poster,Person,Clothing,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6810738281626578944/,https://media-exp3.licdn.com/dms/image/C4E22AQFC5Mu8wO1tHw/feedshare-shrink_800/0/1623806543401?e=1629331200&v=beta&t=hgleS3bJe7kXFUGlBo0dd044AVt7NYgC5pD1uOTDCC8,Applaudo Studios,Single image,0.38668227195739746,Poster,Clothing,Car,Land vehicle,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6810566622881886208/,https://media-exp3.licdn.com/dms/image/C4E22AQHpFZoKC_YQVw/feedshare-shrink_800/0/1623765611684?e=1629331200&v=beta&t=BdZEH-sp-jEUrVzWtZFm1gv896Gr8RJnG48kUpz6nzk,Applaudo Studios,Single image,0.412874698638916,Laptop,Computer keyboard,Office supplies,Poster,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6809117108937535488/,https://media-exp3.licdn.com/dms/image/C4E22AQEjGuiFKHv3ZQ/feedshare-shrink_800/0/1623420020855?e=1629331200&v=beta&t=VSs_zB6ppGiutv2ABkyvSuuG-yfZziO8Lmxk12EHxy0,Applaudo Studios,Single image,0.44756102561950684,Poster,Laptop,Mobile phone,Computer monitor,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6808907264955600896/,https://media-exp3.licdn.com/dms/image/C4E22AQHsM1drfsOgSQ/feedshare-shrink_800/0/1623369994471?e=1629331200&v=beta&t=hWAsaR6_KyuyS8jWWoFU6BCTLziCbGpLIMxqam-8HA8,Applaudo Studios,Single image,0.43393540382385254,Land vehicle,Car,Vehicle,Clothing,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6808392250175889408/,https://media-exp3.licdn.com/dms/image/C4E22AQHX2XeXX1WZ7g/feedshare-shrink_800/0/1623247200816?e=1629331200&v=beta&t=pqXnImwgwpQkjxZ6s4jA6_sK914JoS5_iy_xFACPHCc,Applaudo Studios,Single image,1.3475849628448486,Mobile phone,Laptop,Poster,Window,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6807848667882561536/,https://media-exp3.licdn.com/dms/image/C4E22AQFESFBWiLCmng/feedshare-shrink_800/0/1623117600862?e=1629331200&v=beta&t=U23LKWK9YnKPrVh0yWLJ_RxhbaJgSToh8Ww-052sagI,Applaudo Studios,Single image,1.4208672046661377,Poster,Traffic sign,Clothing,Person,Table
0,https://www.linkedin.com/feed/update/urn:li:activity:6806023315992444929/,https://media-exp3.licdn.com/dms/image/C4E22AQHYgdp099vQLA/feedshare-shrink_800/0/1622682407942?e=1629331200&v=beta&t=64QnorRqzhydPx747baeIQmn9K9tGXR46FaZeK-8e8s,Applaudo Studios,Single image,1.383091926574707,Human face,Woman,Clothing,Man,Glasses
0,https://www.linkedin.com/feed/update/urn:li:activity:6805646104445669376/,https://media-exp3.licdn.com/dms/image/C4E22AQHZ7LNPeZOngQ/feedshare-shrink_800/0/1622592473631?e=1629331200&v=beta&t=HAbWT_rnSo02_WUb3MXd9NwKaiInDhsoAUFw9r16-BY,Darwin Romero,Single image,0.6391510963439941,Human face,Man,Clothing,Woman,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6806390086746324992/,https://media-exp3.licdn.com/dms/image/C4E22AQG43kXYBi8q_g/feedshare-shrink_800/0/1622769852906?e=1629331200&v=beta&t=EhWEGlj4_-L58OtOXIn2pEFr8yqMgNTgLMAnrF8Xp2Y,Applaudo Studios,Single image,1.3091726303100586,Poster,Person,Human face,Clothing,Chair
0,https://www.linkedin.com/feed/update/urn:li:activity:6802776582344781825/,https://media-exp3.licdn.com/dms/image/C4E22AQF9VRj0mYzyWg/feedshare-shrink_800/0/1621908325243?e=1629331200&v=beta&t=l5vmdITCbhehgTKwzZr73YKOdxAiNeLsRYQ2f1UzPI4,Marcello Paz Aguirre,Single image,1.4628934860229492,Clothing,Human face,Man,Person,Shirt
0,https://www.linkedin.com/feed/update/urn:li:activity:6806644262445355008/,https://media-exp3.licdn.com/dms/image/C4E22AQFcbfK2H4n1Zg/feedshare-shrink_800/0/1622830452783?e=1629331200&v=beta&t=Be_0KTs_JTBy851o1tVIClUNu9Wuyi_9dnWkWDmqRPA,Applaudo Studios,Single image,0.6878478527069092,Person,Poster,Clothing,Man,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6803452537610547200/,https://media-exp3.licdn.com/dms/image/C4E22AQHjRZBV07ONSg/feedshare-shrink_800/0/1622069486352?e=1629331200&v=beta&t=X_-ZgUip1E4AEhXXXWV5oBRT2mg1Jvj69y2PCa2LAHg,Applaudo Studios,Single image,1.5131399631500244,Human face,Person,Poster,Clothing,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6805538900195516416/,https://media-exp3.licdn.com/dms/image/C4E22AQF8ElIc_XG56g/feedshare-shrink_800/0/1622566913022?e=1629331200&v=beta&t=Bs8gY69NAwc9UGMq2VW0fNlrncRSt5epUBj7VL4QsUs,Applaudo Studios,Single image,1.3670339584350586,Poster,Mobile phone,Clothing,Computer monitor,Laptop
0,https://www.linkedin.com/feed/update/urn:li:activity:6802746041306284032/,https://media-exp3.licdn.com/dms/image/C4E22AQFLjuEM3Up9Ew/feedshare-shrink_800/0/1621901044241?e=1629331200&v=beta&t=no1gsj9vfWO2_2CrJtCZBKJBva76uF5wS7gYtcnuVEE,Applaudo Studios,Single image,0.8509135246276855,Mobile phone,Laptop,Poster,Office supplies,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6801925949085552640/,https://media-exp3.licdn.com/dms/image/C4E22AQGFP6Qg21e_Gw/feedshare-shrink_800/0/1621705518321?e=1629331200&v=beta&t=JPVDP110YqBVVdop4kuMKxpF2GpRSOFYHmH7YT2-cho,Marcello Paz Aguirre,Single image,1.3783562183380127,Man,Footwear,Jeans,Woman,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6803479069448036353/,https://media-exp3.licdn.com/dms/image/C4E22AQHjQca_i7PQeA/feedshare-shrink_800/0/1622075811307?e=1629331200&v=beta&t=RH4ykoatYB8anyuydcsuNpR6HYnnouc3fKQIkPcqGlo,KODIGO,Single image,0.771289587020874,Human face,Man,Person,Clothing,Woman
0,https://www.linkedin.com/feed/update/urn:li:activity:6800576705485508608/,https://media-exp3.licdn.com/dms/image/C5622AQFn_7Xz1PGcJQ/feedshare-shrink_2048_1536/0/1621383833943?e=1629331200&v=beta&t=Um-BbkdnK5YCBvVCREpJgkt9aiVia96NSvcTLQ0THVA,Oscar Castillo Chedraui,Single image,1.2866480350494385,Poster,Computer monitor,Tree,Window,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6801280193714544640/,https://media-exp3.licdn.com/dms/image/C4E22AQFJtWHJDkVfYA/feedshare-shrink_800/0/1621551559208?e=1629331200&v=beta&t=plA8c_cIgL1ZU6qKABi-k7kIQjxyJ6maPB73xP8BcOY,Applaudo Studios,Single image,1.3945302963256836,Poster,Mobile phone,Laptop,Clothing,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6800548987377131520/,https://media-exp3.licdn.com/dms/image/C4E22AQFUVhKLNgED_A/feedshare-shrink_800/0/1621377225386?e=1629331200&v=beta&t=j1n7unKgsRQQ8_YU0RGrbgfZfzlbtqVol46w_FcGti0,Applaudo Studios,Single image,1.361053466796875,Person,Poster,Clothing,Woman,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6800147038890713088/,https://media-exp3.licdn.com/dms/image/C4E22AQGoahQ67cnNPA/feedshare-shrink_800/0/1621281394040?e=1629331200&v=beta&t=hcCD7eOsci9IhvBNesEjGL00QgoyXkdU0kmoQVvc0ik,Marlon Fernandez,Single image,1.1166203022003174,Poster,Wheel,Human face,Clothing,Human nose
0,https://www.linkedin.com/feed/update/urn:li:activity:6800940192862609408/,https://media-exp3.licdn.com/dms/image/C4D22AQFUDz1hPOebWQ/feedshare-shrink_800/0/1621470496995?e=1629331200&v=beta&t=RNrj_o18PkHBc5f9ooyfSF5sJcFp0WEw1oE7wpbVNoA,Applaudo Studios,Single image,1.1015303134918213,Poster,Mobile phone,Ipod,Clothing,Laptop
0,https://www.linkedin.com/feed/update/urn:li:activity:6800179642079723520/,https://media-exp3.licdn.com/dms/image/C4E22AQHSXiVWVl2fFg/feedshare-shrink_800/0/1621289167274?e=1629331200&v=beta&t=rTtspTuBogZnwJSmvrdo0Ogq2vPOqFRY6xnBTAfuOS8,Applaudo Studios,Single image,1.3086321353912354,Poster,Clothing,Television,Computer monitor,Window
0,https://www.linkedin.com/feed/update/urn:li:activity:6800087948600643584/,https://media-exp3.licdn.com/dms/image/C4E22AQEcgY8tQme50g/feedshare-shrink_800/0/1621267305142?e=1629331200&v=beta&t=AWhxSTicn8NuzJmydlObmy0fIVaENK1Ui04UWs5q6gk,Applaudo Studios,Single image,0.8237497806549072,Poster,Traffic sign,Ipod,Clothing,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6799483205712965632/,https://media-exp3.licdn.com/dms/image/C4E22AQEgCCLjQtjWkg/feedshare-shrink_800/0/1621123123290?e=1629331200&v=beta&t=0n-edrjymUA7v8FcRErD7o6bdV1ykZdI06zKvUMTsgU,Applaudo Studios,Single image,1.3062827587127686,Laptop,Poster,Mobile phone,Wheel,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6798779850376171520/,https://media-exp3.licdn.com/dms/image/C4E22AQEtq5mknRkXFA/feedshare-shrink_800/0/1620955430905?e=1629331200&v=beta&t=O5Y2XKfkTZgE1Wn5EvJfMxR63ivgzDwQoeIWDlnYSTE,Applaudo Studios,Single image,1.4174697399139404,Clothing,Man,Person,Human face,Table
0,https://www.linkedin.com/feed/update/urn:li:activity:6799001202811125760/,https://media-exp3.licdn.com/dms/image/C5622AQG4wMjEn_Hkiw/feedshare-shrink_800/0/1621008205412?e=1629331200&v=beta&t=cZgcu2dttKRjVjEl3R2qi6zNjZtDIcnLA8D1XCvDBBQ,Applaudo Studios,Single image,1.4237544536590576,Clothing,Person,Poster,Man,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6799038480820301825/,https://media-exp3.licdn.com/dms/image/C4E22AQEif_c6XvCDhw/feedshare-shrink_800/0/1621017093451?e=1629331200&v=beta&t=727nlM811wMHKUSRauLgMlHj0e5FrABeqY4HKEOwUYY,Applaudo Studios,Single image,1.1048705577850342,Clothing,Person,Poster,Man,Woman
0,https://www.linkedin.com/feed/update/urn:li:activity:6799063416947449856/,https://media-exp3.licdn.com/dms/image/C4E22AQEFHKXgW35GMQ/feedshare-shrink_800/0/1621023038584?e=1629331200&v=beta&t=3xrhP6c6uQPpjL2sBqiDl7Q1o0J2i6mKxezxSZItPY0,Applaudo Studios,Single image,1.3687500953674316,Person,Poster,Man,Clothing,Footwear
0,https://www.linkedin.com/feed/update/urn:li:activity:6799123412989095936/,https://media-exp3.licdn.com/dms/image/C4E22AQHxbgT5aVZHAA/feedshare-shrink_800/0/1621037342797?e=1629331200&v=beta&t=bB1FKClzkVZe3EUMR__MVDC2ofCUV6_B5rBehqs6C_k,Applaudo Studios,Single image,1.397763729095459,Poster,Person,Clothing,Human face,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6799151362207735808/,https://media-exp3.licdn.com/dms/image/C4E22AQGCDG1fxrkeQg/feedshare-shrink_800/0/1621044000909?e=1629331200&v=beta&t=oHZ6RNG0uggvZ7tZuVfEXf94gUNujd-LdnEJaSZetfQ,Applaudo Studios,Single image,0.7391376495361328,Person,Poster,Clothing,Woman,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6798064194492149760/,https://media-exp3.licdn.com/dms/image/C4E22AQHEx2V-IgayrA/feedshare-shrink_800/0/1620784800462?e=1629331200&v=beta&t=Oe9FHCLM3qBzNwhcgJO5Hxqf4KKoDVa0idih_OxtBBw,Applaudo Studios,Single image,1.2601332664489746,Poster,Mobile phone,Person,Laptop,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6798304296766124033/,https://media-exp3.licdn.com/dms/image/C4E22AQHO4SMy1eC7Sg/feedshare-shrink_800/0/1620842050323?e=1629331200&v=beta&t=6DBNFvNv1i9gNPCa9CVcKkBLLB1H_lYaseLlU19Qm8A,Applaudo Studios,Single image,1.2929003238677979,Computer keyboard,Car,Window,Traffic sign,Laptop
0,https://www.linkedin.com/feed/update/urn:li:activity:6796205627199815680/,https://media-exp3.licdn.com/dms/image/C4E22AQHOt06DMZWMLg/feedshare-shrink_800/0/1620341688333?e=1629331200&v=beta&t=7AXhhaiUhxGLMjH6yCassYKCxdh5QaLKtgODK5foC-g,Applaudo Studios,Single image,1.331416368484497,Laptop,Computer monitor,Wheel,Clothing,Mobile phone
0,https://www.linkedin.com/feed/update/urn:li:activity:6796585926010183680/,https://media-exp3.licdn.com/dms/image/C4E22AQFizhX1htUCuw/feedshare-shrink_800/0/1620432358051?e=1629331200&v=beta&t=xmTxHm6nXl6iSuXo45KM2945m335pzem3wugMNUkE-Y,Applaudo Studios,Single image,1.2265167236328125,Laptop,Computer keyboard,Clothing,Computer monitor,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6795469922949496832/,https://media-exp3.licdn.com/dms/image/C4E22AQFm6pIzfdwVIg/feedshare-shrink_800/0/1620166282805?e=1629331200&v=beta&t=R7XrYEdwMmFlzcUmTnAKoirldLYS8xqjp7u2L1hYcf0,Applaudo Studios,Single image,1.2921717166900635,Mobile phone,Clothing,Window,Book,Camera
0,https://www.linkedin.com/feed/update/urn:li:activity:6795884952991932416/,https://media-exp3.licdn.com/dms/image/C4E22AQHVqxEnr3gp2Q/feedshare-shrink_800/0/1620265233808?e=1629331200&v=beta&t=he4d8iIJg1PavAezNiDWlA06-fQwSC5TyAKKzwygrUs,Applaudo Studios,Single image,1.5302412509918213,Person,Clothing,Poster,Man,Human face
0,https://www.linkedin.com/feed/update/urn:li:activity:6795817838092279808/,https://media-exp3.licdn.com/dms/image/C4D22AQGtBblgKKM6pQ/feedshare-shrink_800/0/1620249231995?e=1629331200&v=beta&t=ly3x6BhIQ0Gv4sGNPFNTZwKmaTb8s9LDp-EmCdhOiuQ,Applaudo Studios,Single image,0.6555860042572021,Poster,Office supplies,Clothing,Television,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6795098407359852544/,https://media-exp3.licdn.com/dms/image/C4E22AQE37Z7bqZoDjA/feedshare-shrink_800/0/1620077705666?e=1629331200&v=beta&t=Xqvj_005YkeUtJDZ69LZB74C17DiIHJCTzve4XEV5PI,Applaudo Studios,Single image,0.832737922668457,Person,Poster,Human face,Clothing,Man
0,https://www.linkedin.com/feed/update/urn:li:activity:6794048994252255232/,https://media-exp3.licdn.com/dms/image/C4E22AQHvhdPV9m4s3Q/feedshare-shrink_800/0/1619827506833?e=1629331200&v=beta&t=AO5O6hPciWxlHDwSlMdLeqH3Bi1z_EvOGw7kN8q03BY,Applaudo Studios,Single image,0.6937198638916016,Man,Human face,Clothing,Person,Umbrella
0,https://www.linkedin.com/feed/update/urn:li:activity:6793217259750916096/,https://media-exp3.licdn.com/dms/image/C4E22AQFDjW68DpYMZg/feedshare-shrink_800/0/1619629201393?e=1629331200&v=beta&t=c3Pe4-0FuVtX2vFnrlPpRI8BCKZtUhYq6CCAvZJQspI,Applaudo Studios,Single image,0.7627172470092773,Human face,Man,Glasses,Clothing,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6793664776376528896/,https://media-exp3.licdn.com/dms/image/C4E22AQG-_iHKYUO46Q/feedshare-shrink_800/0/1619735901649?e=1629331200&v=beta&t=0Q49N3dj6-AgmSls1ooGoJgdPrjG1XYHeHeNkoC3_Vg,Applaudo Studios,Single image,0.38259196281433105,Poster,Laptop,Clothing,Human face,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6794063494242197504/,https://media-exp3.licdn.com/dms/image/C4E22AQFBForMn6_SKg/feedshare-shrink_800/0/1619830963284?e=1629331200&v=beta&t=OMUmGmqzigvnQGjJclkt66gpJGEiDqsy2RurMbMdpGc,Applaudo Studios,Single image,1.3283908367156982,Human face,Person,Poster,Clothing,Office supplies
0,https://www.linkedin.com/feed/update/urn:li:activity:6792432128958234624/,https://media-exp3.licdn.com/dms/image/C4E22AQHH-zBfa2GLUA/feedshare-shrink_800/0/1619442011213?e=1629331200&v=beta&t=MBCnqpU0cw8tnm_kfbu0T_7ZWL4gLkXCj8lw_h4YA0k,Applaudo Studios,Single image,1.2744078636169434,Laptop,Mobile phone,Poster,Computer keyboard,Clothing
0,https://www.linkedin.com/feed/update/urn:li:activity:6793549470148698112/,https://media-exp3.licdn.com/dms/image/C4E22AQGl9nycLeLU7Q/feedshare-shrink_800/0/1619708411273?e=1629331200&v=beta&t=eF_t_XSDMVsKxXIX6CPsZJRQeQCPpk5NtFCXhcJLp0g,Applaudo Studios,Single image,1.2843568325042725,Poster,Street light,Clothing,Office supplies,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6791026312229261312/,https://media-exp3.licdn.com/dms/image/C4E22AQFxd2cSY4UJaQ/feedshare-shrink_800/0/1619106843504?e=1629331200&v=beta&t=G6j-nYUbz6I-e-UYmU3ti0cIwAMAAXcUdPzsMbeNYWg,Applaudo Studios,Single image,1.2807905673980713,Poster,Human face,Clothing,Wheel,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6790446128115589120/,https://media-exp3.licdn.com/dms/image/C4E22AQF_mzl53zSGtQ/feedshare-shrink_800/0/1618968516097?e=1629331200&v=beta&t=Ac3iVEewN4eGmjKI7k6mgoyr7DRNbVpoe1z1nlHEdB0,Applaudo Studios,Single image,1.269759178161621,Computer monitor,Billboard,Poster,Television,Traffic sign
0,https://www.linkedin.com/feed/update/urn:li:activity:6788265729729839104/,https://media-exp3.licdn.com/dms/image/C4E22AQFDtkvgaZiCTg/feedshare-shrink_800/0/1618448669299?e=1629331200&v=beta&t=3wvrz5t04ByNNjwDLTxIx27UcesjcpkycWRmmuNN26o,Applaudo Studios,Single image,0.7414391040802002,Human face,Clothing,Woman,Person,Human hair
0,https://www.linkedin.com/feed/update/urn:li:activity:6785358703672537088/,https://media-exp3.licdn.com/dms/image/C4E22AQFaF8axUoc0fg/feedshare-shrink_800/0/1617755580177?e=1629331200&v=beta&t=e5b2UQvXSRdbfJVSnaMhJCFlAe-IQelc47v5Aa3pkxI,Applaudo Studios,Single image,1.317615032196045,Human face,Person,Clothing,Man,Woman
0,https://www.linkedin.com/feed/update/urn:li:activity:6786398089444954112/,https://media-exp3.licdn.com/dms/image/C4E22AQGKvpXL22Sxyg/feedshare-shrink_800/0/1618003389239?e=1629331200&v=beta&t=yOVGx-FO22Rr_MfXHbgXinykUCiq7ODReaqv6iFQLMQ,Applaudo Studios,Single image,0.702401876449585,Poster,Traffic sign,Clothing,Office supplies,Car
0,https://www.linkedin.com/feed/update/urn:li:activity:6785003521747038208/,https://media-exp3.licdn.com/dms/image/C4E22AQHYnPbYMvBtrw/feedshare-shrink_800/0/1617670897637?e=1629331200&v=beta&t=irDkC9lrwo0ubjQG9a53GQYHg5sxjXuMMkZySas4aSs,Applaudo Studios,Single image,1.41768217086792,Human face,Woman,Clothing,Laptop,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6786069748263251968/,https://media-exp3.licdn.com/dms/image/C4E22AQHzzigjvcyBiw/feedshare-shrink_800/0/1617925105573?e=1629331200&v=beta&t=JkMJNKyhQ-Uo3TAILaVZYoF3uYOd98R2TwAqJ3JXVyk,Applaudo Studios,Single image,1.3124139308929443,Hat,Cake,Fashion accessory,Clothing,Human leg
0,https://www.linkedin.com/feed/update/urn:li:activity:6778817440445988865/,https://media-exp3.licdn.com/dms/image/C4E22AQE850OCWmmtqg/feedshare-shrink_800/0/1616196021550?e=1629331200&v=beta&t=UixYokaqVX1i--WyiSXN6eE8U8VjC2F3YK4CWhBuMMU,Rafael Castro,Single image,1.3449130058288574,Poster,Mobile phone,Tree,Clothing,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6781285132943847424/,https://media-exp3.licdn.com/dms/image/C4E22AQHq0DCEnhdoAQ/feedshare-shrink_800/0/1616784365476?e=1629331200&v=beta&t=R4SNxyCQ2nos5D20UhYZDo_IZWkHIsHK_EGrwy5EK14,Applaudo Studios,Single image,1.2738988399505615,Laptop,Computer keyboard,Book,Clothing,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6780150805199671296/,https://media-exp3.licdn.com/dms/image/C4E22AQGdrpdIzWd69A/feedshare-shrink_800/0/1616513920615?e=1629331200&v=beta&t=eL7QgFryM2eQe-nNeNfOuCUJKJMpioJtwcxtL8_ISRg,Applaudo Studios,Single image,0.6530861854553223,Man,Human face,Clothing,Person,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6781007897162760192/,https://media-exp3.licdn.com/dms/image/C4E22AQFBcfhsS-bITQ/feedshare-shrink_800/0/1616718267065?e=1629331200&v=beta&t=EC1QpRQdkcfP6FF4n4-kkumF_RttMKOixoncnq7pjVY,Applaudo Studios,Single image,1.3462047576904297,Poster,Laptop,Person,Clothing,Wheel
0,https://www.linkedin.com/feed/update/urn:li:activity:6780954705158819840/,https://media-exp3.licdn.com/dms/image/C4E22AQF4wlAVDKAY5g/feedshare-shrink_800/0/1616705585236?e=1629331200&v=beta&t=_BAN649vtvkenKxZV4h-zJ90eqNCZcDI4ai46pXHEbI,Applaudo Studios,Single image,0.6502110958099365,Human face,Woman,Glasses,Clothing,Poster
0,https://www.linkedin.com/feed/update/urn:li:activity:6780546679390183424/,https://media-exp3.licdn.com/dms/image/C4E22AQG0Uuolv96z3g/feedshare-shrink_800/0/1616608304256?e=1629331200&v=beta&t=tHVOZeN37xt_PMi4sSyC6DBW1Pajf_H-DIxS8G3zthk,Applaudo Studios,Single image,1.2834749221801758,Poster,Clothing,Person,Human face,Tree
0,https://www.linkedin.com/feed/update/urn:li:activity:6779809842036113408/,https://media-exp3.licdn.com/dms/image/C5622AQEHrDDgHcRkAQ/feedshare-shrink_800/0/1616432628511?e=1629331200&v=beta&t=suAbZIYQa0UjJ7GO6V_xCk1N8Zhj2e4ScU4fsMj0W1I,Teletón El Salvador,Single image,1.3942601680755615,Poster,Clothing,Human face,Window,Car
0,https://www.linkedin.com/feed/update/urn:li:activity:6778122874449391616/,https://media-exp3.licdn.com/dms/image/C4E22AQG2bgq0kwnALQ/feedshare-shrink_800/0/1616030424092?e=1629331200&v=beta&t=nJAXh4UfS_5rdo0Xx5zf01DV5DB1xtxS53YlE73AGqQ,Applaudo Studios,Single image,0.7219147682189941,Human face,Man,Clothing,Human hair,Human head
0,https://www.linkedin.com/feed/update/urn:li:activity:6778773489462710272/,https://media-exp3.licdn.com/dms/image/C5622AQEGBj_YmHv_4Q/feedshare-shrink_800/0/1616185542113?e=1629331200&v=beta&t=YmZUp4RJzxvYltcTEISKugcmInB0UaNNilniCHMFiz4,Aracely Ocón,Single image,1.327854871749878,Human face,Woman,Clothing,Girl,Person
0,https://www.linkedin.com/feed/update/urn:li:activity:6777252100914196480/,https://media-exp3.licdn.com/dms/image/C5622AQFU75xhKHHCKQ/feedshare-shrink_800/0/1615822814799?e=1629331200&v=beta&t=nv-oLnzSlOOAjNDJ-mabNiaPgR5mNZ2adIo1jf2rV3s,César Retana,Single image,0.7296619415283203,Picture frame,Poster,Human face,Clothing,Person
